"Código";"Denominación";"Fecha";"Asiento";"Documento";"Concepto";"Ampliación";"Contrapartida";"CC";"Debe";"Haber";"s1";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/05/2013";"824";"3300182";"1";"N/FACTURA A3300182";"4300000179";"";"";"49,06";"-6598,86";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/05/2013";"825";"3300183";"1";"N/FACTURA A3300183";"4300000179";"";"";"101,14";"-6700";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/05/2013";"826";"3300184";"1";"N/FACTURA A3300184";"4300000182";"";"";"22,26";"-6722,26";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/05/2013";"827";"3300185";"1";"N/FACTURA A3300185";"4300000242";"";"";"8,4";"-6730,66";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/05/2013";"828";"3300186";"1";"N/FACTURA A3300186";"4300000255";"";"";"98,11";"-6828,77";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/05/2013";"829";"3300187";"1";"N/FACTURA A3300187";"4300000274";"";"";"67,75";"-6896,52";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/05/2013";"830";"3300188";"1";"N/FACTURA A3300188";"4300000278";"";"";"27,43";"-6923,95";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"29/05/2013";"856";"3300189";"1";"N/FACTURA A3300189";"4300000254";"";"";"605,85";"-7529,8";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"873";"3300190";"1";"N/FACTURA A3300190";"4300000003";"";"";"204,71";"-7734,51";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"874";"3300191";"1";"N/FACTURA A3300191";"4300000013";"";"";"18,4";"-7752,91";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"875";"3300192";"1";"N/FACTURA A3300192";"4300000024";"";"";"128,78";"-7881,69";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"876";"3300193";"1";"N/FACTURA A3300193";"4300000036";"";"";"11,11";"-7892,8";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"877";"3300194";"1";"N/FACTURA A3300194";"4300000038";"";"";"18,9";"-7911,7";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"878";"3300195";"1";"N/FACTURA A3300195";"4300000061";"";"";"6,13";"-7917,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"879";"3300196";"1";"N/FACTURA A3300196";"4300000116";"";"";"35,83";"-7953,66";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"880";"3300197";"1";"N/FACTURA A3300197";"4300000116";"";"";"18,06";"-7971,72";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"881";"3300198";"1";"N/FACTURA A3300198";"4300000117";"";"";"47,21";"-8018,93";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"882";"3300199";"1";"N/FACTURA A3300199";"4300000130";"";"";"6,13";"-8025,06";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"883";"3300200";"1";"N/FACTURA A3300200";"4300000135";"";"";"28,35";"-8053,41";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"884";"3300201";"1";"N/FACTURA A3300201";"4300000173";"";"";"10,08";"-8063,49";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"885";"3300202";"1";"N/FACTURA A3300202";"4300000179";"";"";"61,32";"-8124,81";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"886";"3300203";"1";"N/FACTURA A3300203";"4300000179";"";"";"213,15";"-8337,96";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"887";"3300204";"1";"N/FACTURA A3300204";"4300000182";"";"";"43,26";"-8381,22";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"888";"3300205";"1";"N/FACTURA A3300205";"4300000219";"";"";"39,06";"-8420,28";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"889";"3300206";"1";"N/FACTURA A3300206";"4300000237";"";"";"16,67";"-8436,95";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"890";"3300207";"1";"N/FACTURA A3300207";"4300000271";"";"";"21";"-8457,95";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"891";"3300208";"1";"N/FACTURA A3300208";"4300000274";"";"";"163,7";"-8621,65";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"892";"3300209";"1";"N/FACTURA A3300209";"4300000282";"";"";"273";"-8894,65";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/05/2013";"893";"3300210";"1";"N/FACTURA A3300210";"4300000282";"";"";"108,15";"-9002,8";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"894";"3300209";"1";"N/FACTURA M3300209";"4300000003";"";"";"39,9";"-9042,7";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"895";"3300210";"1";"N/FACTURA M3300210";"4300000011";"";"";"39,9";"-9082,6";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"896";"3300211";"1";"N/FACTURA M3300211";"4300000013";"";"";"37,59";"-9120,19";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"897";"3300212";"1";"N/FACTURA M3300212";"4300000015";"";"";"32,55";"-9152,74";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"898";"3300213";"1";"N/FACTURA M3300213";"4300000024";"";"";"37,59";"-9190,33";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"899";"3300214";"1";"N/FACTURA M3300214";"4300000001";"";"";"22,05";"-9212,38";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"900";"3300215";"1";"N/FACTURA M3300215";"4300000061";"";"";"21";"-9233,38";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"901";"3300216";"1";"N/FACTURA M3300216";"4300000116";"";"";"74,55";"-9307,93";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"902";"3300217";"1";"N/FACTURA M3300217";"4300000117";"";"";"32,55";"-9340,48";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"903";"3300218";"1";"N/FACTURA M3300218";"4300000130";"";"";"36,75";"-9377,23";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"904";"3300219";"1";"N/FACTURA M3300219";"4300000135";"";"";"32,55";"-9409,78";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"905";"3300220";"1";"N/FACTURA M3300220";"4300000147";"";"";"39,9";"-9449,68";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"906";"3300221";"1";"N/FACTURA M3300221";"4300000148";"";"";"10,5";"-9460,18";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"907";"3300222";"1";"N/FACTURA M3300222";"4300000152";"";"";"21";"-9481,18";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"908";"3300223";"1";"N/FACTURA M3300223";"4300000155";"";"";"64,05";"-9545,23";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"909";"3300224";"1";"N/FACTURA M3300224";"4300000169";"";"";"32,55";"-9577,78";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"910";"3300225";"1";"N/FACTURA M3300225";"4300000170";"";"";"32,55";"-9610,33";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"911";"3300226";"1";"N/FACTURA M3300226";"4300000172";"";"";"10,5";"-9620,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"912";"3300227";"1";"N/FACTURA M3300227";"4300000173";"";"";"18,9";"-9639,73";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"913";"3300228";"1";"N/FACTURA M3300228";"4300000178";"";"";"10,5";"-9650,23";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"914";"3300229";"1";"N/FACTURA M3300229";"4300000179";"";"";"32,55";"-9682,78";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"915";"3300230";"1";"N/FACTURA M3300230";"4300000182";"";"";"42";"-9724,78";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"916";"3300231";"1";"N/FACTURA M3300231";"4300000197";"";"";"32,55";"-9757,33";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"917";"3300232";"1";"N/FACTURA M3300232";"4300000230";"";"";"7,35";"-9764,68";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"918";"3300233";"1";"N/FACTURA M3300233";"4300000231";"";"";"19,95";"-9784,63";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"919";"3300234";"1";"N/FACTURA M3300234";"4300000237";"";"";"32,55";"-9817,18";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"920";"3300235";"1";"N/FACTURA M3300235";"4300000240";"";"";"7,35";"-9824,53";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"921";"3300236";"1";"N/FACTURA M3300236";"4300000251";"";"";"10,5";"-9835,03";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"922";"3300237";"1";"N/FACTURA M3300237";"4300000255";"";"";"39,9";"-9874,93";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"923";"3300238";"1";"N/FACTURA M3300238";"4300000260";"";"";"24,15";"-9899,08";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"924";"3300239";"1";"N/FACTURA M3300239";"4300000262";"";"";"15,75";"-9914,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"925";"3300240";"1";"N/FACTURA M3300240";"4300000264";"";"";"25,2";"-9940,03";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"926";"3300241";"1";"N/FACTURA M3300241";"4300000265";"";"";"31,08";"-9971,11";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"927";"3300242";"1";"N/FACTURA M3300242";"4300000269";"";"";"32,55";"-10003,66";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"928";"3300243";"1";"N/FACTURA M3300243";"4300000271";"";"";"31,08";"-10034,74";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"929";"3300244";"1";"N/FACTURA M3300244";"4300000272";"";"";"4,2";"-10038,94";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"930";"3300245";"1";"N/FACTURA M3300245";"4300000274";"";"";"19,95";"-10058,89";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"931";"3300246";"1";"N/FACTURA M3300246";"4300000276";"";"";"3,15";"-10062,04";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"932";"3300247";"1";"N/FACTURA M3300247";"4300000278";"";"";"23,1";"-10085,14";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"933";"3300248";"1";"N/FACTURA M3300248";"4300000281";"";"";"11,55";"-10096,69";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"934";"3300249";"1";"N/FACTURA M3300249";"4300000239";"";"";"18,48";"-10115,17";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/06/2013";"935";"3300250";"1";"N/FACTURA M3300250";"4300000240";"";"";"4,2";"-10119,37";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"03/06/2013";"936";"3300211";"1";"N/FACTURA A3300211";"4300000121";"";"";"459,38";"-10578,75";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"05/06/2013";"943";"3300212";"1";"N/FACTURA A3300212";"4300000284";"";"";"45,57";"-10624,32";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"980";"3300251";"1";"N/FACTURA M3300251";"4300000264";"";"";"59,85";"-10684,17";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"981";"3300213";"1";"N/FACTURA A3300213";"4300000003";"";"";"42,8";"-10726,97";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"982";"3300214";"1";"N/FACTURA A3300214";"4300000011";"";"";"18,4";"-10745,37";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"983";"3300215";"1";"N/FACTURA A3300215";"4300000001";"";"";"12,26";"-10757,63";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"984";"3300216";"1";"N/FACTURA A3300216";"4300000061";"";"";"6,13";"-10763,76";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"985";"3300217";"1";"N/FACTURA A3300217";"4300000116";"";"";"30,94";"-10794,7";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"986";"3300218";"1";"N/FACTURA A3300218";"4300000117";"";"";"28,1";"-10822,8";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"987";"3300219";"1";"N/FACTURA A3300219";"4300000130";"";"";"18,4";"-10841,2";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"988";"3300220";"1";"N/FACTURA A3300220";"4300000169";"";"";"12,26";"-10853,46";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"989";"3300221";"1";"N/FACTURA A3300221";"4300000178";"";"";"86,1";"-10939,56";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"990";"3300222";"1";"N/FACTURA A3300222";"4300000237";"";"";"6,13";"-10945,69";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"991";"3300223";"1";"N/FACTURA A3300223";"4300000242";"";"";"16,8";"-10962,49";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"992";"3300224";"1";"N/FACTURA A3300224";"4300000255";"";"";"12,26";"-10974,75";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"993";"3300225";"1";"N/FACTURA A3300225";"4300000271";"";"";"146,79";"-11121,54";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"994";"3300226";"1";"N/FACTURA A3300226";"4300000272";"";"";"146,79";"-11268,33";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"15/06/2013";"995";"3300227";"1";"N/FACTURA A3300227";"4300000274";"";"";"18,69";"-11287,02";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"27/06/2013";"1026";"3300228";"1";"N/FACTURA A3300228";"4300000999";"";"";"16,49";"-11303,51";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"27/06/2013";"1027";"3300229";"1";"N/FACTURA A3300229";"4300000999";"";"";"69,42";"-11372,93";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1038";"3300252";"1";"N/FACTURA M3300252";"4300000038";"";"";"12,6";"-11385,53";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1039";"3300230";"1";"N/FACTURA A3300230";"4300000003";"";"";"49,06";"-11434,59";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1040";"3300231";"1";"N/FACTURA A3300231";"4300000013";"";"";"18,4";"-11452,99";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1041";"3300232";"1";"N/FACTURA A3300232";"4300000038";"";"";"20,45";"-11473,44";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1042";"3300233";"1";"N/FACTURA A3300233";"4300000117";"";"";"77,87";"-11551,31";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1043";"3300234";"1";"N/FACTURA A3300234";"4300000130";"";"";"159,43";"-11710,74";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1044";"3300235";"1";"N/FACTURA A3300235";"4300000147";"";"";"12,26";"-11723";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1045";"3300236";"1";"N/FACTURA A3300236";"4300000152";"";"";"24,53";"-11747,53";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1046";"3300237";"1";"N/FACTURA A3300237";"4300000155";"";"";"78,29";"-11825,82";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1047";"3300238";"1";"N/FACTURA A3300238";"4300000155";"";"";"43,31";"-11869,13";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1048";"3300239";"1";"N/FACTURA A3300239";"4300000179";"";"";"110,38";"-11979,51";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1049";"3300240";"1";"N/FACTURA A3300240";"4300000182";"";"";"31,5";"-12011,01";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1050";"3300241";"1";"N/FACTURA A3300241";"4300000242";"";"";"8,4";"-12019,41";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1051";"3300242";"1";"N/FACTURA A3300242";"4300000255";"";"";"6,13";"-12025,54";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1052";"3300243";"1";"N/FACTURA A3300243";"4300000271";"";"";"94,5";"-12120,04";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1053";"3300244";"1";"N/FACTURA A3300244";"4300000271";"";"";"7,35";"-12127,39";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1054";"3300245";"1";"N/FACTURA A3300245";"4300000274";"";"";"36,79";"-12164,18";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1055";"3300246";"1";"N/FACTURA A3300246";"4300000274";"";"";"39,7";"-12203,88";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1056";"3300247";"1";"N/FACTURA A3300247";"4300000278";"";"";"6,13";"-12210,01";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1057";"3300248";"1";"N/FACTURA A3300248";"4300000264";"";"";"302,4";"-12512,41";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"30/06/2013";"1143";"";"10";"IVA TRIMESTRAL 2 TRIM.";"4750000001";"";"12512,41";"";"0";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1059";"3300253";"1";"N/FACTURA M3300253";"4300000003";"";"";"39,9";"-39,9";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1060";"3300254";"1";"N/FACTURA M3300254";"4300000011";"";"";"39,9";"-79,8";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1061";"3300255";"1";"N/FACTURA M3300255";"4300000013";"";"";"37,59";"-117,39";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1062";"3300256";"1";"N/FACTURA M3300256";"4300000015";"";"";"32,55";"-149,94";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1063";"3300257";"1";"N/FACTURA M3300257";"4300000024";"";"";"37,59";"-187,53";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1064";"3300258";"1";"N/FACTURA M3300258";"4300000001";"";"";"22,05";"-209,58";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1065";"3300259";"1";"N/FACTURA M3300259";"4300000061";"";"";"21";"-230,58";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1066";"3300260";"1";"N/FACTURA M3300260";"4300000116";"";"";"74,55";"-305,13";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1067";"3300261";"1";"N/FACTURA M3300261";"4300000117";"";"";"32,55";"-337,68";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1068";"3300262";"1";"N/FACTURA M3300262";"4300000130";"";"";"36,75";"-374,43";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1069";"3300263";"1";"N/FACTURA M3300263";"4300000135";"";"";"32,55";"-406,98";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1070";"3300264";"1";"N/FACTURA M3300264";"4300000147";"";"";"39,9";"-446,88";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1071";"3300265";"1";"N/FACTURA M3300265";"4300000148";"";"";"10,5";"-457,38";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1072";"3300266";"1";"N/FACTURA M3300266";"4300000152";"";"";"21";"-478,38";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1073";"3300267";"1";"N/FACTURA M3300267";"4300000155";"";"";"64,05";"-542,43";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1074";"3300268";"1";"N/FACTURA M3300268";"4300000169";"";"";"32,55";"-574,98";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1075";"3300269";"1";"N/FACTURA M3300269";"4300000170";"";"";"32,55";"-607,53";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1076";"3300270";"1";"N/FACTURA M3300270";"4300000172";"";"";"10,5";"-618,03";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1077";"3300271";"1";"N/FACTURA M3300271";"4300000173";"";"";"18,9";"-636,93";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1078";"3300272";"1";"N/FACTURA M3300272";"4300000178";"";"";"10,5";"-647,43";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1079";"3300273";"1";"N/FACTURA M3300273";"4300000179";"";"";"32,55";"-679,98";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1080";"3300274";"1";"N/FACTURA M3300274";"4300000182";"";"";"42";"-721,98";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1081";"3300275";"1";"N/FACTURA M3300275";"4300000197";"";"";"32,55";"-754,53";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1082";"3300276";"1";"N/FACTURA M3300276";"4300000230";"";"";"7,35";"-761,88";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1083";"3300277";"1";"N/FACTURA M3300277";"4300000231";"";"";"19,95";"-781,83";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1084";"3300278";"1";"N/FACTURA M3300278";"4300000237";"";"";"32,55";"-814,38";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1085";"3300279";"1";"N/FACTURA M3300279";"4300000240";"";"";"7,35";"-821,73";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1086";"3300280";"1";"N/FACTURA M3300280";"4300000251";"";"";"10,5";"-832,23";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1087";"3300281";"1";"N/FACTURA M3300281";"4300000255";"";"";"39,9";"-872,13";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1088";"3300282";"1";"N/FACTURA M3300282";"4300000260";"";"";"24,15";"-896,28";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1089";"3300283";"1";"N/FACTURA M3300283";"4300000262";"";"";"15,75";"-912,03";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1090";"3300284";"1";"N/FACTURA M3300284";"4300000264";"";"";"25,2";"-937,23";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1091";"3300285";"1";"N/FACTURA M3300285";"4300000265";"";"";"31,08";"-968,31";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1092";"3300286";"1";"N/FACTURA M3300286";"4300000269";"";"";"32,55";"-1000,86";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1093";"3300287";"1";"N/FACTURA M3300287";"4300000271";"";"";"31,08";"-1031,94";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1094";"3300288";"1";"N/FACTURA M3300288";"4300000272";"";"";"4,2";"-1036,14";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1095";"3300289";"1";"N/FACTURA M3300289";"4300000274";"";"";"19,95";"-1056,09";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1096";"3300290";"1";"N/FACTURA M3300290";"4300000276";"";"";"3,15";"-1059,24";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1097";"3300291";"1";"N/FACTURA M3300291";"4300000278";"";"";"23,1";"-1082,34";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1098";"3300292";"1";"N/FACTURA M3300292";"4300000281";"";"";"11,55";"-1093,89";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1107";"3300293";"1";"N/FACTURA M3300293";"4300000240";"";"";"4,2";"-1098,09";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"01/07/2013";"1108";"3300294";"1";"N/FACTURA M3300294";"4300000022";"";"";"18,48";"-1116,57";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"08/07/2013";"1132";"3300249";"1";"N/FACTURA A3300249";"4300000152";"";"";"108,11";"-1224,68";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"08/07/2013";"1133";"3300250";"1";"N/FACTURA A3300250";"4300000254";"";"";"11,76";"-1236,44";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1180";"3300295";"1";"N/FACTURA M3300295";"4300000231";"";"";"59,85";"-1296,29";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1250";"3300251";"1";"N/FACTURA A3300251";"4300000003";"";"";"12,26";"-1308,55";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1251";"3300252";"1";"N/FACTURA A3300252";"4300000011";"";"";"45,07";"-1353,62";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1252";"3300253";"1";"N/FACTURA A3300253";"4300000013";"";"";"12,26";"-1365,88";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1253";"3300254";"1";"N/FACTURA A3300254";"4300000024";"";"";"59,64";"-1425,52";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1254";"3300255";"1";"N/FACTURA A3300255";"4300000038";"";"";"3,65";"-1429,17";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1255";"3300256";"1";"N/FACTURA A3300256";"4300000061";"";"";"36,79";"-1465,96";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1256";"3300257";"1";"N/FACTURA A3300257";"4300000061";"";"";"57,75";"-1523,71";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1257";"3300258";"1";"N/FACTURA A3300258";"4300000116";"";"";"66,23";"-1589,94";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1258";"3300259";"1";"N/FACTURA A3300259";"4300000117";"";"";"18,4";"-1608,34";""
"4770000007";"H.P., IVA REPERCUTIDO 21%";"31/07/2013";"1259";"3300260";"1";"N/FACTURA A3300260";"4300000130";"";"";"55,19";"-1663,53";""
